host_id,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
3422859,94,0,3,9,0.16,1,0,4.564348191467836
23982388,127,0,30,5,0.1,5,331,4.836281906951478
23982388,127,0,30,3,0.06,5,318,4.564348191467836
24765924,59,1,1,55,1.21,1,332,3.9318256327243257
23982388,127,0,30,2,0.05,5,83,4.454347296253507
5715779,28,2,1,0,0.0,1,0,4.564348191467836
24770709,51,1,1,0,0.0,1,0,3.9318256327243257
24766218,41,1,14,2,0.04,1,335,4.394449154672439
22643930,28,0,3,125,3.42,1,269,5.771441123130016
24789838,28,1,17,0,0.0,2,0,3.6375861597263857
4312196,51,1,4,1,0.02,1,0,4.51085950651685
23982388,95,0,30,4,0.11,5,337,4.564348191467836
24792241,202,1,3,6,0.15,1,193,4.454347296253507
13486673,158,1,13,8,0.19,3,24,4.382026634673881
24793480,64,1,7,0,0.0,1,0,4.61512051684126
24796602,51,1,2,50,2.26,4,302,4.007333185232471
24797535,202,0,10,29,0.54,1,0,4.867534450455582
3211,117,1,4,21,0.41,1,89,4.51085950651685
7351,182,0,2,8,0.23,3,365,5.541263545158426
21671443,95,0,2,16,0.31,1,0,5.075173815233827
3514707,61,0,5,2,0.04,1,0,4.51085950651685
177846,80,1,5,47,0.85,2,9,4.454347296253507
24827152,13,1,3,5,0.09,1,0,3.828641396489095
24827643,43,0,10,1,0.03,1,1,5.62040086571715
24828814,28,1,1,1,0.03,1,0,3.6635616461296463
1543006,13,0,2,3,0.06,1,0,4.61512051684126
19660044,214,1,1,7,0.13,1,0,4.6443908991413725
23772724,201,0,30,8,0.28,15,270,4.605170185988092
24832100,201,0,3,7,0.13,1,0,5.225746673713202
24832418,13,1,1,0,0.0,1,0,4.51085950651685
11708118,73,1,4,2,0.06,1,0,4.465908118654584
24835471,206,1,3,23,0.43,1,70,3.713572066704308
16514175,68,0,2,58,2.1,5,163,5.111987788356544
6677425,202,2,2,134,2.48,2,66,3.58351893845611
2921076,13,0,7,3,0.05,1,0,7.601402334583733
10503302,202,0,14,0,0.0,1,15,4.770684624465665
24633966,108,1,14,0,0.0,1,0,3.9318256327243257
24839116,182,0,3,14,0.25,1,0,5.170483995038151
24840863,28,0,1,1,0.02,1,0,4.564348191467836
24841295,64,1,2,5,0.14,1,0,4.262679877041316
7402258,214,0,3,18,0.33,1,3,4.61512051684126
1445060,214,1,4,3,0.21,1,362,5.017279836814924
24842701,201,0,3,130,2.36,1,274,5.135798437050262
24844547,51,1,1,0,0.0,1,0,3.9318256327243257
20934972,112,1,1,5,0.11,1,0,4.605170185988092
24844621,127,0,1,0,0.0,1,0,5.303304908059076
3800548,91,1,4,6,0.11,1,0,4.262679877041316
7552191,13,0,14,33,0.72,1,105,4.875197323201151
17883343,137,1,1,0,0.0,1,0,4.836281906951478
854458,92,0,2,11,0.22,1,0,5.198497031265826
1631807,41,1,5,1,0.03,1,0,4.394449154672439
24865745,150,1,1,0,0.0,1,0,3.828641396489095
21191214,41,0,5,0,0.0,1,0,4.605170185988092
2489199,94,0,25,16,0.3,1,157,4.605170185988092
3677131,162,1,1,58,1.15,1,88,4.605170185988092
24872048,119,0,1,0,0.0,1,0,5.420534999272286
24614110,4,0,1,3,0.06,1,0,5.017279836814924
323771,145,0,3,0,0.0,1,13,4.61512051684126
6707311,214,1,2,39,0.71,1,260,4.30406509320417
24878584,64,1,1,0,0.0,1,0,5.198497031265826
20038668,94,1,1,9,0.19,1,364,4.394449154672439
24895956,61,1,1,39,0.91,1,189,4.394449154672439
19636200,202,1,1,34,0.71,1,8,4.454347296253507
24899760,188,0,4,0,0.0,1,0,5.170483995038151
20357771,214,1,1,1,0.02,1,0,4.61512051684126
1304390,28,1,4,2,0.07,1,364,4.454347296253507
10600973,61,1,5,7,0.22,1,80,4.189654742026425
24903878,73,1,1,1,0.02,1,0,5.017279836814924
988069,214,0,30,0,0.0,1,0,5.521460917862246
854567,28,1,1,0,0.0,2,0,3.713572066704308
6430105,202,1,1,1,0.02,1,0,5.303304908059076
24907501,4,0,14,8,0.15,1,0,4.8283137373023015
24821875,95,1,1,0,0.0,1,0,5.303304908059076
12730517,202,0,1,1,0.02,1,0,3.9318256327243257
24833732,115,0,2,6,0.12,1,0,5.081404364984463
4244200,119,0,2,0,0.0,1,0,5.303304908059076
24913141,119,0,6,0,0.0,1,0,5.707110264748875
14923355,34,0,3,7,0.13,1,0,5.303304908059076
24915465,159,0,1,44,0.8,1,0,4.941642422609304
15615036,28,1,4,19,0.35,2,0,3.912023005428146
24918898,214,1,4,13,0.24,2,0,4.02535169073515
7065271,64,0,10,4,0.08,1,31,5.564520407322694
6954001,34,1,1,0,0.0,1,0,5.017279836814924
12485770,64,0,30,8,0.18,9,280,4.709530201312334
5545129,19,0,5,2,0.04,1,0,4.709530201312334
6486116,61,1,1,142,2.81,4,223,4.406719247264253
6885157,13,0,1,23,1.99,15,83,4.110873864173311
6706914,51,1,1,1,0.02,2,0,4.189654742026425
24941494,41,1,3,0,0.0,1,83,5.170483995038151
22930715,25,0,2,1,0.02,1,0,4.875197323201151
157051,214,0,2,9,0.2,1,0,5.484796933490655
6902571,13,0,2,6,0.29,1,0,4.875197323201151
1475015,95,0,30,6,0.12,52,365,4.584967478670572
24950473,175,1,2,0,0.0,1,0,3.9318256327243257
21209568,28,0,7,2,0.04,1,0,4.48863636973214
2464823,4,0,7,5,0.1,1,0,4.727387818712341
22219331,28,1,1,0,0.0,1,0,4.189654742026425
24967136,13,0,7,53,1.12,2,77,4.663439094112067
23621417,214,0,1,0,0.0,1,0,4.795790545596741
414477,51,0,2,15,0.27,1,18,4.262679877041316
24880134,158,1,3,1,0.1,3,0,4.330733340286331
6162041,150,0,2,129,2.33,1,344,4.605170185988092
11064999,25,0,5,0,0.0,1,0,5.62040086571715
24973819,188,1,1,0,0.0,1,0,6.398594934535208
12220,202,1,1,24,0.46,3,341,4.51085950651685
24448659,128,0,3,1,0.02,1,0,4.110873864173311
2306320,51,0,1,7,0.2,1,0,4.836281906951478
14747290,28,1,10,4,0.27,1,349,4.189654742026425
4306959,28,0,3,30,0.54,1,0,5.075173815233827
19263941,130,0,5,3,0.06,1,0,4.983606621708336
3449749,201,1,1,0,0.0,1,0,4.875197323201151
15398647,202,0,2,47,0.92,1,352,5.545177444479562
25002053,202,1,2,157,2.95,1,85,4.51085950651685
25001808,182,0,3,73,1.34,1,120,5.017279836814924
2503221,214,0,2,75,1.5,1,339,5.69035945432406
7355953,4,0,1,0,0.0,1,0,4.836281906951478
25015010,103,0,1,5,0.11,1,31,4.330733340286331
25017014,13,0,2,23,3.47,1,75,5.241747015059643
11457159,201,0,1,2,0.09,1,0,4.875197323201151
7017213,74,0,1,3,0.07,1,0,4.290459441148391
5650180,68,1,3,12,0.37,2,201,3.828641396489095
2346300,19,1,1,168,3.11,1,272,4.394449154672439
1292274,201,1,1,51,0.93,2,88,4.553876891600541
1113080,190,1,22,16,0.29,3,173,4.262679877041316
87473,91,0,6,1,0.16,1,0,5.017279836814924
1968327,13,1,2,6,0.12,1,365,4.262679877041316
10387090,13,1,30,3,0.05,5,348,3.7612001156935615
4952537,92,0,3,0,0.0,1,0,5.420534999272286
25037051,51,1,1,10,0.18,2,0,4.262679877041316
15442902,19,1,1,0,0.0,1,0,4.110873864173311
3336995,95,0,2,8,0.15,1,10,5.198497031265826
25043292,145,0,3,2,0.08,2,0,5.017279836814924
1509237,61,1,2,88,2.03,2,266,4.663439094112067
25052740,13,0,5,9,0.17,3,262,4.61512051684126
3896287,214,0,4,9,0.16,1,0,5.420534999272286
12708335,51,0,15,0,0.0,1,0,4.836281906951478
4712698,117,1,2,116,2.1,1,58,4.418840607796598
22840947,35,0,1,0,0.0,1,0,4.948759890378168
25073318,80,0,4,0,0.0,1,0,5.525452939131784
6439895,28,1,4,0,0.0,1,0,4.248495242049359
516877,95,0,2,0,0.0,1,0,5.62040086571715
25093848,13,0,3,209,3.79,1,219,4.983606621708336
25102191,61,0,7,0,0.0,1,0,4.836281906951478
1473630,85,1,1,2,0.04,1,0,4.61512051684126
18254644,119,0,5,131,2.4,1,108,4.61512051684126
66276,214,0,6,8,0.16,1,5,5.25227342804663
3568184,178,0,1,49,0.94,1,0,5.303304908059076
25110559,202,0,31,1,0.02,1,41,4.836281906951478
23439479,103,0,4,3,0.06,2,316,5.707110264748875
25112856,209,0,4,40,0.83,1,267,5.075173815233827
12417880,202,0,2,0,0.0,1,0,5.420534999272286
210602,34,0,1,0,0.0,1,0,5.707110264748875
17056215,92,0,2,28,0.58,1,0,5.198497031265826
25134822,4,0,1,38,0.74,2,263,4.605170185988092
24943630,92,1,4,19,0.35,1,339,4.795790545596741
21817218,127,1,7,27,0.5,1,35,4.51085950651685
2470606,91,1,1,2,0.04,1,0,4.0943445622221
1705071,117,1,1,141,2.77,2,331,4.564348191467836
24982697,190,1,30,11,0.2,2,312,4.189654742026425
25145883,189,1,2,2,2.0,1,5,3.713572066704308
3339901,145,0,4,7,0.14,1,0,5.525452939131784
17928071,214,1,3,23,0.42,2,280,4.454347296253507
7920086,61,1,30,19,0.35,3,0,4.276666119016055
14813211,94,0,4,0,0.0,1,0,4.700480365792417
3417940,85,0,2,166,3.06,1,0,5.572154032177765
6438118,214,1,3,0,0.0,1,0,4.02535169073515
25168328,94,0,1,1,0.02,1,0,4.262679877041316
25168888,94,0,14,3,0.05,3,0,4.700480365792417
25175433,166,1,3,0,0.0,1,0,3.713572066704308
9845403,117,1,1,0,0.0,1,0,4.262679877041316
14035846,189,1,15,2,0.17,1,341,3.9318256327243257
14289427,35,1,5,8,0.15,3,318,4.795790545596741
10450922,94,1,50,0,0.0,1,0,4.394449154672439
6285979,25,0,3,6,0.11,1,0,5.303304908059076
25230336,41,0,3,0,0.0,1,0,5.707110264748875
16460889,92,0,1,4,0.08,1,0,5.170483995038151
5564276,13,1,1,0,0.0,1,0,4.330733340286331
557918,189,0,6,15,0.46,1,1,4.787491742782046
25237492,201,0,30,11,0.21,34,274,5.111987788356544
25249481,136,1,14,5,0.13,1,322,3.713572066704308
25237492,202,0,30,14,0.26,34,274,5.583496308781699
25237492,202,0,30,12,0.23,34,292,4.875197323201151
13772270,108,0,2,3,0.08,1,351,4.454347296253507
25263341,51,1,15,1,0.02,1,314,4.262679877041316
551139,214,0,3,31,0.57,1,0,5.351858133476067
25264954,95,1,1,0,0.0,1,0,5.420534999272286
25037051,51,1,1,8,0.15,2,333,3.8501476017100575
25268374,51,1,1,0,0.0,1,0,4.330733340286331
25268900,28,0,3,98,1.95,1,180,4.844187086458591
25242899,190,1,4,42,0.82,1,261,4.48863636973214
25266756,94,0,5,14,0.26,1,66,5.017279836814924
25273326,80,0,1,89,1.77,1,0,5.170483995038151
23772724,95,0,30,5,0.11,15,332,5.942799375126701
25276263,19,0,6,29,0.53,1,89,6.2166061010848646
6230230,119,1,20,13,0.25,3,0,4.709530201312334
24127267,64,0,1,1,0.02,1,0,5.170483995038151
236659,73,1,1,1,0.02,1,0,4.3694478524670215
4422415,201,0,2,11,0.21,2,358,5.525452939131784
81335,202,0,1,171,4.63,3,121,4.836281906951478
4445005,214,0,2,3,0.1,1,16,5.303304908059076
1780076,51,1,3,0,0.0,2,0,4.02535169073515
1633246,13,1,2,9,0.17,4,280,4.189654742026425
22338025,34,0,1,0,0.0,1,0,5.170483995038151
25237492,202,0,30,20,0.38,34,274,5.327876168789581
25365628,220,0,1,0,0.0,1,0,4.51085950651685
23069182,80,1,1,55,4.16,1,342,4.61512051684126
331579,13,1,3,29,0.6,2,232,4.110873864173311
22210080,95,1,1,318,5.78,1,0,4.605170185988092
7537442,61,1,7,25,0.5,1,151,3.9318256327243257
331579,13,1,3,32,0.72,2,329,3.9318256327243257
23533897,51,1,1,91,1.78,7,329,4.23410650459726
25003560,94,0,1,31,0.57,1,188,4.836281906951478
25394253,34,0,1,1,0.02,1,0,5.170483995038151
25399747,13,0,3,91,2.0,1,160,4.61512051684126
15824660,92,1,2,0,0.0,1,0,4.454347296253507
25401356,61,0,2,7,0.15,1,0,4.836281906951478
5037211,91,1,3,1,0.02,2,188,4.77912349311153
25404246,145,0,198,163,2.96,1,0,5.849324779946859
25295888,13,1,2,16,0.37,1,0,3.970291913552122
864735,4,0,30,15,0.29,8,311,4.68213122712422
8183266,127,0,2,168,3.1,1,46,4.605170185988092
22087408,119,0,1,17,0.36,3,264,5.017279836814924
2439175,13,1,4,180,3.37,1,6,4.189654742026425
25439443,94,0,30,5,0.11,1,7,4.454347296253507
15297517,201,0,4,9,0.19,1,0,5.049856007249537
25468442,158,0,2,34,0.64,1,0,4.836281906951478
519554,119,1,3,36,0.8,5,349,4.0943445622221
25473311,189,1,7,56,1.18,2,90,4.262679877041316
25476493,94,0,1,0,0.0,1,0,4.7535901911063645
3834614,202,1,10,0,0.0,1,0,5.170483995038151
25494876,119,0,2,14,0.28,1,0,5.010635294096256
25412718,51,1,5,0,0.0,1,0,3.9318256327243257
1556712,91,0,3,32,0.6,1,265,5.25227342804663
914838,95,0,20,5,0.15,7,346,4.394449154672439
19965673,91,1,1,0,0.0,1,0,4.330733340286331
8253604,94,1,1,203,3.89,2,162,4.499809670330265
25517905,202,1,3,176,3.39,3,253,4.820281565605037
10795846,202,1,2,171,3.43,2,0,4.3694478524670215
25379501,51,1,1,44,1.26,1,77,4.143134726391533
7463662,182,0,2,149,2.76,1,0,4.795790545596741
25537637,11,0,2,123,4.69,1,108,4.394449154672439
8951256,119,0,3,38,0.81,1,36,5.198497031265826
90860,13,0,2,222,4.15,4,109,4.983606621708336
25517905,202,1,1,277,5.44,3,294,4.605170185988092
1649951,119,0,3,57,1.12,1,168,5.707110264748875
7245581,64,0,100,5,0.1,19,7,4.477336814478207
310670,65,0,2,11,0.29,13,348,5.049856007249537
310670,65,0,1,15,1.08,13,357,5.525452939131784
14854832,178,1,1,9,0.17,1,0,4.875197323201151
25602663,117,2,4,1,0.11,2,1,4.189654742026425
2007148,86,0,3,4,0.08,1,0,5.056245805348308
25605654,132,1,1,2,0.04,1,0,3.9318256327243257
25605887,95,0,1,0,0.0,1,0,6.111467339502679
25082897,28,1,1,0,0.0,1,0,3.713572066704308
248490,13,0,3,51,1.19,2,194,4.564348191467836
23345098,59,1,7,30,0.56,1,115,3.828641396489095
2793778,79,2,4,45,0.87,5,0,4.110873864173311
9271872,95,1,4,117,2.44,2,162,4.61512051684126
693815,35,1,1,0,0.0,1,0,4.330733340286331
12342828,61,1,4,99,2.06,2,11,4.442651256490317
25641892,207,0,2,196,3.63,1,231,4.262679877041316
519554,119,1,2,80,1.49,5,331,4.248495242049359
373019,214,1,30,3,0.06,1,319,4.143134726391533
10350245,119,0,1,1,0.02,1,0,5.303304908059076
25659180,51,0,2,4,0.08,1,0,4.61512051684126
3737351,30,1,4,33,0.66,1,323,3.828641396489095
271527,94,0,3,52,1.0,2,316,5.14166355650266
2316247,202,0,7,10,0.18,1,68,5.017279836814924
25686141,150,0,3,66,1.29,1,189,4.605170185988092
2803589,159,1,1,0,0.0,1,0,3.828641396489095
25688822,94,1,3,70,1.38,1,117,4.564348191467836
4162067,91,1,4,1,0.02,1,0,4.564348191467836
23570473,51,1,1,37,0.72,3,339,4.382026634673881
2628658,13,0,30,2,0.18,2,0,4.795790545596741
17985595,92,0,14,26,0.59,1,147,5.929589143389895
23929877,61,0,5,23,1.25,1,151,4.795790545596741
25711730,214,2,1,0,0.0,1,0,4.454347296253507
25715117,4,1,5,46,0.91,1,338,4.61512051684126
12342828,61,1,4,79,2.06,2,8,4.442651256490317
25720293,34,0,4,17,0.33,3,6,6.309918278226516
637688,158,0,7,12,0.24,1,5,5.442417710521793
25271688,91,1,14,1,0.02,1,0,4.61512051684126
10635169,51,1,1,49,4.45,1,47,4.262679877041316
25744379,4,0,3,36,0.71,1,10,4.290459441148391
25747773,112,1,5,2,0.05,1,0,4.948759890378168
41398078,73,1,3,0,0.0,1,0,4.836281906951478
24620881,127,0,1,168,3.21,1,287,4.912654885736052
25748492,64,0,1,8,0.18,1,0,4.795790545596741
25757883,28,1,1,43,0.82,1,25,3.912023005428146
45384,214,0,14,20,0.43,1,238,5.484796933490655
317718,91,0,4,0,0.0,1,177,5.942799375126701
25773982,201,0,1,9,0.24,2,364,5.017279836814924
25774748,77,1,1,3,0.06,2,365,4.499809670330265
25773982,201,1,3,28,0.55,2,364,4.61512051684126
262760,74,1,1,24,0.52,1,0,4.330733340286331
19918657,44,1,5,5,0.47,1,310,3.9318256327243257
25807709,128,1,10,27,0.5,1,322,4.110873864173311
6095946,178,0,14,1,0.04,1,292,6.634633357861686
4830078,214,1,3,15,0.57,1,82,4.454347296253507
25821864,166,1,3,5,0.09,1,0,4.189654742026425
25840204,201,0,3,75,1.44,1,234,5.017279836814924
7847292,201,0,4,147,2.76,1,310,5.135798437050262
8834234,94,0,2,25,0.52,1,58,4.454347296253507
10207681,197,0,3,13,0.36,1,69,5.860786223465865
1387175,51,0,7,56,1.05,1,44,5.003946305945459
5349999,51,0,6,13,0.26,1,0,4.61512051684126
25870353,86,0,7,0,0.0,1,365,6.90875477931522
25894037,51,0,1,0,0.0,1,0,4.836281906951478
25895198,214,0,7,10,0.22,1,0,4.394449154672439
10366837,77,0,2,94,3.4,3,102,4.290459441148391
17770322,31,1,1,8,0.16,1,191,4.836281906951478
17638424,68,1,1,95,2.37,8,175,3.555348061489413
630519,158,0,1,2,0.05,1,0,5.666426688112432
3560446,214,0,2,59,1.2,1,0,5.123963979403259
25881276,202,0,21,45,0.86,2,176,4.836281906951478
3116461,60,0,2,67,1.27,1,153,4.61512051684126
5244243,73,0,5,0,0.0,1,0,5.673323267171493
14362471,61,0,30,6,0.12,1,61,5.438079308923196
3646549,214,1,2,49,0.9,1,149,4.61512051684126
25961456,158,1,1,0,0.0,1,0,4.110873864173311
25318403,214,0,3,87,1.63,3,275,5.420534999272286
8707742,13,1,2,0,0.0,1,0,4.262679877041316
21721684,28,0,3,198,3.7,2,269,5.1647859739235145
25974544,95,0,1,0,0.0,1,0,5.860786223465865
25237492,202,0,30,13,0.25,34,304,5.525452939131784
25237492,202,0,30,15,0.31,34,285,4.663439094112067
15929586,54,1,3,95,1.75,1,336,3.713572066704308
25999700,51,1,14,43,0.8,1,313,3.9318256327243257
26005018,169,1,3,43,0.81,1,35,4.189654742026425
6228539,94,1,30,1,0.45,2,330,4.330733340286331
17465490,80,0,31,1,0.02,1,0,5.198497031265826
26018110,214,1,25,0,0.0,1,0,4.110873864173311
26019828,95,1,2,22,0.64,2,7,4.248495242049359
19195540,35,1,4,36,0.71,3,294,5.017279836814924
26024349,57,1,1,0,0.0,1,0,5.303304908059076
26024433,86,0,3,21,0.4,1,7,4.836281906951478
26031034,202,0,4,22,0.42,1,249,6.679599185844383
23732730,0,0,2,45,0.84,4,342,6.111467339502679
22776830,201,1,1,0,0.0,1,0,4.394449154672439
2370532,25,0,2,8,0.22,1,0,5.707110264748875
6454648,94,2,1,29,0.62,1,357,4.394449154672439
905563,86,1,5,0,0.0,1,0,4.330733340286331
22927481,127,1,3,1,0.02,3,0,6.2166061010848646
193488,64,1,1,14,0.28,2,332,4.912654885736052
23465153,64,0,1,0,0.0,1,0,5.525452939131784
93292,35,1,3,153,2.9,1,238,4.394449154672439
16616158,51,0,5,22,0.42,1,0,4.454347296253507
10975987,28,0,4,119,2.23,1,273,5.017279836814924
26089087,214,1,1,33,2.75,1,19,4.110873864173311
26079021,201,0,3,85,1.59,1,158,5.521460917862246
25237492,201,0,30,17,0.32,34,316,5.049856007249537
8873293,13,1,2,14,0.27,2,0,4.189654742026425
26100862,91,0,1,0,0.0,1,0,4.51085950651685
13220337,61,0,3,27,0.5,1,0,5.017279836814924
3074904,214,1,1,175,3.27,4,44,4.574710978503383
26124805,214,1,1,0,0.0,1,0,4.51085950651685
26133955,209,1,1,1,0.03,1,365,4.499809670330265
9018446,206,1,1,307,5.66,1,54,4.394449154672439
26136707,206,1,4,80,1.57,1,66,4.356708826689592
13501341,28,1,1,155,3.39,2,170,4.110873864173311
10428997,202,0,4,72,1.35,1,0,5.111987788356544
25963759,182,1,1,3,0.06,1,363,4.262679877041316
8813443,13,0,1,0,0.0,1,0,4.430816798843313
26162659,13,1,1,0,0.0,1,0,4.262679877041316
1445871,64,0,1,62,1.15,1,240,4.941642422609304
25052740,13,1,7,13,0.33,3,227,3.9318256327243257
26164700,28,1,1,0,0.0,1,0,3.9318256327243257
2372310,214,0,5,0,0.0,1,21,5.3981627015177525
6278351,95,0,3,26,0.51,1,96,5.525452939131784
8954264,94,1,10,25,0.51,1,213,5.181783550292085
23340108,73,0,3,7,0.13,1,0,5.017279836814924
26176627,28,1,1,0,0.0,1,0,3.9318256327243257
12306481,189,0,30,10,0.28,3,332,4.51085950651685
26184062,214,1,7,1,0.03,1,179,5.017279836814924
192852,201,0,3,211,3.95,1,230,4.836281906951478
7021059,201,0,1,0,0.0,2,0,5.017279836814924
3196390,74,0,4,3,0.06,1,0,6.030685260261263
12603113,108,1,2,39,0.77,1,245,3.9318256327243257
25237492,202,0,30,16,0.31,34,326,5.111987788356544
2908101,94,0,4,29,0.55,1,7,5.170483995038151
63613,41,1,60,0,0.0,2,210,3.9318256327243257
1700398,201,0,4,0,0.0,1,0,5.525452939131784
26265097,64,0,5,1,0.02,1,0,4.61512051684126
23772724,201,0,30,12,0.29,15,208,4.605170185988092
26301893,79,1,1,12,0.35,1,59,4.394449154672439
17312709,13,0,5,4,0.08,1,0,4.948759890378168
19850240,94,1,7,18,0.66,1,0,4.430816798843313
7801481,8,1,3,4,0.08,2,7,4.605170185988092
21201361,214,1,1,1,0.09,1,89,4.382026634673881
19293586,214,1,2,19,0.61,1,34,4.61512051684126
26360956,43,0,4,16,0.3,1,0,5.081404364984463
26260328,28,1,7,1,0.02,1,0,3.828641396489095
26362901,214,0,1,63,1.27,1,0,5.420534999272286
24915685,95,0,1,0,0.0,1,0,5.198497031265826
26380626,214,0,7,1,0.07,1,0,4.51085950651685
15321576,158,1,1,0,0.0,1,0,4.110873864173311
26382036,68,0,5,31,0.64,2,64,4.795790545596741
8329975,95,0,4,15,0.41,1,5,5.017279836814924
4265630,74,0,4,51,0.97,2,306,4.394449154672439
22984995,209,0,2,11,0.21,1,0,5.62040086571715
26388856,117,0,14,35,0.69,1,177,4.709530201312334
26405093,187,1,1,0,0.0,2,359,4.454347296253507
1965783,201,0,1,3,0.06,1,0,5.5053315359323625
2638171,214,1,3,0,0.0,1,364,4.51085950651685
10125456,162,0,5,51,0.95,1,8,4.7535901911063645
26432133,59,1,1,430,13.45,5,347,4.007333185232471
26433326,214,0,2,3,0.06,1,0,5.278114659230517
7203997,151,0,2,43,0.82,2,328,6.903747257584598
2897021,64,0,10,7,0.13,1,0,4.795790545596741
26446036,202,1,2,78,1.68,1,0,4.912654885736052
17450152,95,1,1,38,0.77,5,307,5.017279836814924
9059339,61,1,7,167,3.21,1,292,4.127134385045092
1475015,127,0,30,0,0.0,52,281,4.7535901911063645
26003292,80,1,1,104,2.16,1,11,4.158883083359672
1946840,64,0,7,21,0.4,1,27,5.225746673713202
26529661,214,0,60,0,0.0,1,0,7.475339236566737
24711354,51,1,28,20,0.37,1,282,3.5263605246161616
2086194,158,1,2,3,0.06,1,189,4.02535169073515
7088204,51,0,5,8,0.36,1,118,5.017279836814924
5125933,159,0,21,3,0.07,1,0,4.394449154672439
8118080,13,1,7,0,0.0,1,0,3.713572066704308
26558533,202,1,2,8,0.22,1,0,4.382026634673881
7881946,94,0,2,5,0.09,1,0,4.948759890378168
21112602,92,0,2,15,0.29,1,0,5.293304824724492
20518366,159,1,1,0,0.0,2,0,4.189654742026425
26597048,94,0,3,126,3.91,2,66,4.770684624465665
2055698,201,0,3,2,0.05,1,0,4.836281906951478
26606802,209,0,3,12,0.24,1,364,6.236369590203704
215570,214,0,2,5,0.12,1,0,4.836281906951478
1867263,73,1,1,0,0.0,1,0,5.14166355650266
26640253,94,1,1,61,1.16,1,323,4.189654742026425
22011099,91,0,6,21,0.44,1,42,5.278114659230517
115669,61,0,3,8,0.15,1,183,4.7535901911063645
8780729,34,0,3,31,0.63,1,0,4.912654885736052
1027417,151,0,3,5,0.12,1,22,5.860786223465865
23719409,94,1,1,28,1.13,4,6,4.7535901911063645
23719409,94,1,1,205,3.86,4,0,3.828641396489095
26710027,13,1,2,21,0.43,1,0,4.189654742026425
10433019,117,0,30,3,0.06,1,231,4.912654885736052
23386756,214,1,6,0,0.0,1,0,3.713572066704308
26756453,13,1,1,0,0.0,1,0,4.262679877041316
22305520,95,0,30,119,2.21,2,215,5.298317366548036
18388649,94,1,2,0,0.0,1,364,4.61512051684126
4406876,201,0,6,5,0.11,1,329,5.278114659230517
26789544,216,0,3,0,0.0,1,0,5.303304908059076
10711342,190,0,5,1,0.09,1,0,5.017279836814924
26794599,28,1,2,1,0.02,1,0,4.110873864173311
15714652,28,1,11,21,0.4,1,134,4.262679877041316
5399418,28,1,1,0,0.0,1,0,3.4339872044851463
1762555,214,1,4,38,1.06,1,10,4.61512051684126
26819401,201,0,3,3,0.06,1,0,5.198497031265826
5788393,117,0,2,19,0.41,1,0,4.663439094112067
5896802,94,0,90,7,0.28,1,90,4.709530201312334
26377263,71,1,6,5,0.11,43,313,3.6635616461296463
3977023,13,1,1,1,0.02,2,0,4.262679877041316
21538710,51,0,7,11,0.21,1,0,4.290459441148391
610690,13,1,1,35,0.69,2,80,4.330733340286331
26856159,94,1,1,209,4.12,3,274,4.158883083359672
26856159,94,1,1,194,3.81,3,307,4.07753744390572
10677483,202,1,1,0,0.0,1,0,4.262679877041316
1002840,64,0,5,63,1.24,1,242,4.983606621708336
26867230,80,1,1,3,0.08,2,0,3.828641396489095
23909946,28,1,2,77,1.56,3,28,4.110873864173311
12879620,202,0,100,2,0.04,1,290,5.068904202220232
26877037,175,1,1,3,0.06,2,0,4.941642422609304
26877931,13,1,5,20,0.38,1,52,3.828641396489095
23772724,201,0,30,13,0.26,15,333,4.605170185988092
26899122,182,0,3,1,0.02,1,0,4.454347296253507
24052348,64,1,10,14,0.27,4,18,4.454347296253507
1238879,51,0,3,2,0.04,1,0,4.564348191467836
81928,13,0,3,45,0.96,1,0,5.017279836814924
1242374,214,1,3,82,1.58,1,289,4.574710978503383
26942242,64,0,2,1,0.02,1,0,5.442417710521793
8353665,94,0,4,4,0.07,1,33,5.017279836814924
26958002,112,0,2,2,0.04,1,0,5.420534999272286
17448220,13,0,3,138,2.59,1,254,4.875197323201151
2265800,91,0,1,0,0.0,1,0,4.762173934797756
26975156,61,0,4,1,0.02,1,0,4.7535901911063645
25762289,91,0,3,3,0.06,1,110,4.844187086458591
26564745,159,0,5,17,0.32,1,15,5.1647859739235145
3510638,137,0,5,13,0.24,1,0,5.010635294096256
26781249,201,0,4,10,0.19,1,0,5.017279836814924
1220404,63,0,2,1,0.03,2,292,4.61512051684126
2265022,122,0,5,16,0.33,1,299,5.017279836814924
27046912,94,1,4,56,1.07,2,15,4.499809670330265
1226742,41,0,2,62,2.01,2,294,5.733341276897746
27072226,51,1,1,0,0.0,1,0,3.713572066704308
2119276,201,0,30,5,0.11,39,228,5.017279836814924
3339701,54,1,1,90,1.72,4,310,4.02535169073515
27081028,127,1,1,16,0.52,1,0,4.02535169073515
19034179,201,0,2,2,0.07,1,0,4.941642422609304
27084741,220,1,1,27,0.55,2,365,4.51085950651685
4655245,61,0,3,150,2.91,1,159,5.521460917862246
12762559,201,0,1,0,0.0,1,0,5.017279836814924
189275,80,0,1,49,6.77,1,40,4.564348191467836
1297675,158,1,2,79,1.49,2,11,4.912654885736052
675317,91,1,17,0,0.0,1,0,3.828641396489095
27121854,127,0,10,169,3.23,1,3,5.66988092298052
