host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
7511881,2,64,1,4.110873864173311,2,1,0.02,1,0
12871485,1,13,0,4.795790545596741,2,9,0.21,1,0
16098958,2,95,0,5.198497031265826,30,6,0.16,96,255
50727041,2,130,1,3.828641396489095,15,0,0.0,1,0
7033731,2,64,1,4.51085950651685,3,40,0.94,1,0
33889947,2,178,0,5.303304908059076,2,20,0.48,1,0
30283594,2,127,0,5.480638923341991,30,0,0.0,121,351
5259567,2,197,0,4.941642422609304,5,0,0.0,1,0
30283594,2,95,0,5.634789603169249,30,0,0.0,121,352
43943644,1,91,1,4.564348191467836,1,0,0.0,1,0
18282,2,119,1,4.262679877041316,1,3,0.07,1,0
3709185,2,103,0,4.51085950651685,5,4,0.09,1,0
50729557,1,13,1,4.262679877041316,2,63,1.46,1,322
8033291,1,13,0,4.553876891600541,4,6,0.16,1,0
6355999,2,34,0,5.525452939131784,2,3,0.07,1,0
29941633,2,197,0,6.746412128573375,4,0,0.0,1,0
1433657,1,214,1,4.454347296253507,2,37,0.95,2,334
50451849,3,4,0,4.189654742026425,2,92,2.19,1,12
30283594,2,127,0,5.91350300563827,30,1,0.02,121,345
7611383,2,95,1,5.303304908059076,3,0,0.0,1,0
10237786,3,54,0,4.48863636973214,3,117,2.88,1,192
50750250,2,94,0,4.189654742026425,1,3,0.07,1,0
30283594,2,191,0,5.480638923341991,30,0,0.0,121,363
24120303,1,214,1,4.382026634673881,1,13,0.3,1,0
30283594,2,191,0,5.480638923341991,30,0,0.0,121,363
30283594,2,191,0,5.480638923341991,30,0,0.0,121,363
30283594,2,191,0,5.480638923341991,30,1,0.07,121,363
50755667,1,151,0,4.795790545596741,3,71,2.12,3,200
3965200,2,73,1,5.170483995038151,3,55,2.95,1,26
5559432,2,202,0,5.303304908059076,5,2,0.05,1,0
32787246,2,202,0,4.6443908991413725,3,1,0.02,1,0
50761842,2,34,0,4.394449154672439,5,0,0.0,1,0
50762019,1,7,1,4.394449154672439,1,1,0.02,1,0
7532013,1,80,1,4.110873864173311,3,1,0.02,1,0
18900298,1,91,1,3.9318256327243257,1,0,0.0,1,0
11402864,1,51,1,3.9318256327243257,2,4,0.1,1,0
39322,2,127,0,4.983606621708336,21,0,0.0,1,0
3011547,1,19,0,6.054439346269371,14,4,0.09,3,205
38795245,2,92,0,5.62040086571715,10,0,0.0,1,0
50769650,2,127,1,5.017279836814924,4,0,0.0,1,0
50770601,2,127,0,5.438079308923196,1,0,0.0,5,306
50770601,2,86,0,5.303304908059076,1,1,0.03,5,335
50772475,2,119,0,5.707110264748875,3,1,0.02,1,0
50772718,1,74,1,3.871201010907891,4,2,0.05,1,0
13757674,2,34,0,5.303304908059076,3,0,0.0,1,0
26920640,2,86,0,5.303304908059076,2,2,0.05,1,0
109879,2,95,0,5.198497031265826,7,5,0.19,1,0
314008,2,127,0,5.602118820879701,4,8,0.19,1,0
50680795,2,94,1,3.4339872044851463,8,1,0.02,1,0
8013847,1,214,0,5.14166355650266,2,17,0.44,2,270
29111960,2,119,1,4.02535169073515,7,1,0.02,1,0
4498059,1,28,0,5.225746673713202,2,0,0.0,1,0
7410082,1,91,1,3.4339872044851463,8,1,0.02,1,0
30283594,2,191,0,4.941642422609304,30,1,0.04,121,306
14811787,2,201,1,4.624972813284271,3,4,0.15,2,345
36830075,2,94,1,4.454347296253507,4,0,0.0,2,0
37401126,1,60,1,3.9318256327243257,2,32,0.74,4,362
22967540,1,28,1,3.6635616461296463,7,3,0.07,1,0
1869332,1,214,0,5.393627546352362,30,3,0.09,3,36
48059119,2,127,1,5.786897381366708,1,0,0.0,3,360
1090021,1,214,0,4.61512051684126,20,0,0.0,1,51
5229579,1,214,1,4.248495242049359,3,0,0.0,3,0
50831724,2,95,0,5.62040086571715,2,6,0.15,1,0
30283594,2,201,0,5.521460917862246,30,1,0.06,121,273
30283594,2,201,0,5.521460917862246,30,0,0.0,121,272
30283594,2,127,0,5.480638923341991,30,0,0.0,121,352
3460956,2,206,0,4.61512051684126,5,13,0.35,1,0
2569188,1,28,1,3.912023005428146,1,2,0.05,1,0
30283594,2,127,0,5.480638923341991,30,0,0.0,121,351
21222224,1,13,0,5.017279836814924,2,2,0.06,2,364
30283594,2,95,0,5.480638923341991,30,0,0.0,121,352
30283594,2,127,0,5.480638923341991,30,0,0.0,121,352
5913612,3,4,0,5.017279836814924,1,1,0.02,1,0
23500650,2,209,0,5.303304908059076,1,0,0.0,1,0
50839249,2,34,1,3.9318256327243257,7,0,0.0,1,0
30283594,2,127,0,5.25227342804663,30,1,0.04,121,286
5229579,1,214,1,4.0943445622221,3,0,0.0,3,0
7408257,1,13,1,3.713572066704308,15,0,0.0,1,0
50068597,4,187,1,3.970291913552122,2,137,3.17,3,340
4483467,1,91,0,4.499809670330265,2,2,0.07,1,0
30283594,2,95,0,5.91350300563827,30,3,0.07,121,345
50846116,2,119,0,4.61512051684126,5,0,0.0,1,0
21966105,1,214,1,4.51085950651685,6,2,0.16,1,331
22962853,2,201,0,4.7535901911063645,2,8,0.18,1,0
8936829,2,119,1,5.017279836814924,20,0,0.0,1,0
16177882,2,127,0,5.993961427306569,1,0,0.0,1,0
47653056,3,117,1,4.204692619390966,7,1,0.02,1,0
17108566,2,64,0,5.198497031265826,2,0,0.0,1,0
40302046,2,209,0,5.010635294096256,3,0,0.0,1,0
1762558,2,64,1,4.499809670330265,2,24,0.56,1,0
42453789,2,34,0,4.454347296253507,7,0,0.0,1,0
37306329,2,35,1,4.219507705176107,4,0,0.0,1,0
50857647,1,51,1,4.330733340286331,14,0,0.0,1,0
221266,2,61,1,4.553876891600541,2,3,0.07,1,0
17023017,1,51,1,4.394449154672439,2,0,0.0,1,0
33499326,2,202,1,4.262679877041316,15,2,0.05,1,0
8119817,1,214,1,4.7535901911063645,2,0,0.0,2,121
31534322,3,117,1,4.51085950651685,2,59,1.37,4,33
56326,1,74,0,5.049856007249537,1,1,0.02,1,0
10456845,3,4,1,4.189654742026425,1,2,0.05,2,0
1418854,2,94,1,4.110873864173311,2,0,0.0,1,0
50894847,2,201,0,5.010635294096256,1,1,0.02,1,0
31534322,3,117,1,4.262679877041316,2,113,2.6,4,63
50448556,2,94,1,4.61512051684126,2,1,0.02,5,0
49120239,2,94,0,4.795790545596741,7,0,0.0,1,0
50760546,2,137,0,5.017279836814924,30,1,0.02,31,125
40709140,1,13,0,5.081404364984463,1,0,0.0,1,0
19529891,2,201,0,4.912654885736052,3,0,0.0,1,0
9995094,3,117,0,5.303304908059076,3,93,2.17,1,86
10836122,1,91,1,3.9318256327243257,1,1,0.02,1,0
2574856,2,145,0,5.420534999272286,2,29,0.68,1,176
34991003,1,60,1,3.58351893845611,7,9,0.39,3,326
50914877,2,94,1,3.828641396489095,4,1,0.02,1,0
3879284,2,202,1,4.948759890378168,2,16,0.47,1,0
1345812,2,61,0,5.081404364984463,13,21,0.88,1,0
34991003,1,60,1,3.58351893845611,3,19,0.47,3,272
914972,1,158,0,4.836281906951478,2,7,0.19,1,0
6567286,2,73,0,5.081404364984463,3,1,0.02,1,0
1904415,2,202,0,5.198497031265826,1,0,0.0,1,0
50904121,2,202,0,5.19295685089021,2,5,0.12,1,0
2350080,2,202,0,4.795790545596741,9,0,0.0,1,0
35407948,1,91,1,4.262679877041316,1,2,0.05,1,0
5325431,1,214,1,4.23410650459726,2,0,0.0,1,0
50448556,2,94,1,4.61512051684126,6,0,0.0,5,0
6079156,2,209,0,5.707110264748875,4,104,2.46,1,58
50925964,2,35,0,5.030437921392435,3,16,0.37,1,0
10396448,2,64,1,4.61512051684126,1,4,0.09,1,0
3631872,2,127,0,5.303304908059076,4,3,0.07,1,0
15869370,2,64,0,5.525452939131784,7,20,0.47,1,13
246710,2,94,0,5.303304908059076,2,0,0.0,1,0
11940121,2,92,0,5.303304908059076,2,2,0.05,1,0
50939666,2,95,0,5.5053315359323625,2,1,0.03,1,0
7655328,2,92,1,4.382026634673881,1,3,0.07,3,0
50943387,2,119,0,5.170483995038151,1,1,0.02,1,0
15381858,1,41,1,3.828641396489095,1,0,0.0,1,0
29505367,2,64,0,5.198497031265826,3,0,0.0,1,0
17131739,2,127,0,4.941642422609304,7,1,0.02,1,0
1999466,1,214,0,5.3981627015177525,2,25,0.65,1,5
14537404,1,80,1,4.262679877041316,2,6,0.14,1,0
33021531,1,159,1,4.605170185988092,1,186,4.73,1,232
66286,1,13,0,4.795790545596741,3,3,0.08,2,0
50988308,1,85,0,5.187385805840755,2,12,0.56,1,0
24919557,2,130,1,4.02535169073515,21,0,0.0,1,0
50994782,1,80,0,4.8283137373023015,2,20,0.49,1,0
50997070,2,64,0,5.942799375126701,1,0,0.0,1,0
22954228,1,159,1,4.02535169073515,3,0,0.0,2,0
50997424,3,125,0,5.525452939131784,7,5,0.13,2,363
6896056,1,214,0,5.198497031265826,7,0,0.0,1,0
50997424,3,166,0,5.929589143389895,4,5,0.13,2,364
15445809,2,92,0,5.303304908059076,2,0,0.0,1,0
36054372,2,35,0,5.198497031265826,1,0,0.0,1,0
11546043,1,159,1,4.189654742026425,28,11,0.26,3,320
51002691,1,13,0,4.189654742026425,1,0,0.0,1,0
19844147,1,13,1,4.110873864173311,3,8,0.58,1,296
49964890,2,95,1,4.110873864173311,1,1,0.02,1,0
51009239,1,182,1,3.828641396489095,1,1,0.02,1,0
3400687,1,74,1,3.9318256327243257,1,0,0.0,1,0
5879729,1,214,0,4.31748811353631,1,1,0.02,2,27
17646340,1,214,1,3.9318256327243257,7,26,0.63,2,0
26714887,1,91,1,4.110873864173311,1,3,0.07,2,0
29413554,2,75,0,5.017279836814924,1,1,0.02,1,0
10799035,1,214,1,4.02535169073515,1,0,0.0,1,0
2955215,1,214,0,3.713572066704308,1,95,2.24,1,7
51021121,2,119,1,4.795790545596741,1,1,0.02,1,0
46887682,1,28,1,3.58351893845611,1,1,0.02,1,0
1455309,2,92,0,5.525452939131784,3,0,0.0,1,0
432318,1,108,0,4.454347296253507,7,3,0.14,1,0
16616941,2,137,1,4.836281906951478,1,0,0.0,1,0
6161265,2,95,1,4.990432586778736,2,26,0.6,1,30
51027744,1,51,1,4.605170185988092,1,4,0.12,1,342
30283911,1,28,1,4.248495242049359,2,1,0.02,1,0
22414947,1,214,1,4.262679877041316,1,1,0.02,1,0
23599716,1,214,0,5.075173815233827,3,6,0.15,2,0
27371503,1,13,1,3.713572066704308,1,0,0.0,1,0
22553147,1,214,1,4.189654742026425,2,15,5.62,3,155
10677584,1,91,1,3.828641396489095,30,5,0.14,4,0
61042,2,94,1,3.7612001156935615,5,7,0.16,6,24
31222791,1,159,0,4.61512051684126,1,15,0.35,1,0
2670322,1,13,1,3.713572066704308,2,0,0.0,1,0
51006349,1,214,0,5.170483995038151,2,16,0.37,1,364
51024536,1,175,1,6.2166061010848646,30,0,0.0,2,173
12838834,2,119,1,4.51085950651685,5,5,0.12,2,0
51024536,1,51,0,5.993961427306569,30,0,0.0,2,173
28565101,1,85,0,4.875197323201151,2,45,1.05,1,58
19242683,2,61,2,4.262679877041316,1,4,0.09,1,0
1504702,1,41,1,3.8918202981106265,1,2,0.05,1,0
30283594,2,73,0,5.135798437050262,30,2,0.06,121,364
970003,2,130,0,5.303304908059076,3,1,0.03,1,0
2239025,1,182,0,4.61512051684126,3,0,0.0,1,0
17543924,1,13,1,3.9318256327243257,6,8,0.19,1,0
1714427,1,13,0,4.394449154672439,30,7,0.16,1,0
13169974,2,202,0,5.303304908059076,1,11,0.26,1,0
30283594,2,201,0,5.91350300563827,30,0,0.0,121,297
50760546,2,127,0,5.375278407684165,29,4,0.11,31,146
50760546,2,127,0,5.521460917862246,30,5,0.12,31,125
50760546,2,127,0,4.709530201312334,30,7,0.17,31,179
50760546,2,127,0,4.709530201312334,30,1,0.02,31,145
45928403,1,28,1,3.4339872044851463,1,0,0.0,1,0
1968682,1,214,1,3.9318256327243257,2,0,0.0,1,0
5417308,1,182,0,4.465908118654584,30,1,0.02,1,0
51087754,2,169,1,4.382026634673881,2,3,0.07,1,0
14314420,1,182,0,5.017279836814924,2,21,0.82,1,11
51088203,2,34,0,5.298317366548036,4,52,1.25,1,1
793833,1,13,0,4.454347296253507,2,133,3.25,1,34
51099309,2,103,1,3.9318256327243257,1,0,0.0,1,0
20765208,2,202,0,4.948759890378168,4,0,0.0,1,0
26444500,3,189,1,4.0943445622221,1,0,0.0,1,0
37441611,2,202,0,5.802118375377063,2,119,2.78,1,258
19758408,1,214,0,5.170483995038151,2,3,0.08,1,0
50615055,2,35,1,4.5217885770490405,1,1,0.02,1,0
19878684,3,150,2,3.258096538021482,10,0,0.0,1,0
47060168,1,13,0,4.330733340286331,7,2,0.05,1,0
51105827,2,6,0,5.420534999272286,90,1,0.02,1,362
51108205,2,95,1,4.204692619390966,2,0,0.0,1,0
23193,1,13,1,3.713572066704308,1,4,0.12,4,365
663517,2,119,0,5.1647859739235145,2,142,3.31,1,198
14521821,1,25,0,5.303304908059076,2,2,0.05,1,0
12574877,2,95,0,5.017279836814924,1,65,1.56,1,186
8515724,1,214,1,4.634728988229636,1,30,0.7,3,10
51137245,2,92,1,4.454347296253507,2,0,0.0,1,0
820010,1,13,1,4.343805421853684,1,25,0.58,3,141
2361525,1,51,2,4.330733340286331,1,2,0.19,1,318
3598016,2,119,0,4.912654885736052,2,0,0.0,1,0
1397160,2,112,0,5.170483995038151,2,1,0.02,1,0
201232,1,214,0,4.61512051684126,5,3,0.07,1,0
40597585,2,119,0,4.983606621708336,3,70,1.64,1,230
10677584,1,91,1,3.912023005428146,3,3,0.1,4,244
16568093,2,61,1,3.9318256327243257,3,1,0.03,1,0
18999923,2,94,0,4.795790545596741,3,92,2.39,1,32
10338497,2,201,1,3.9318256327243257,10,0,0.0,1,0
3358001,1,214,1,3.9318256327243257,6,5,0.13,1,0
50735735,3,164,1,4.110873864173311,2,10,0.23,1,0
31534322,3,117,1,4.02535169073515,2,107,2.47,4,46
10558287,2,112,0,5.298317366548036,10,0,0.0,1,0
51171909,2,202,1,4.51085950651685,20,12,0.28,1,23
51176545,3,4,0,5.247024072160486,1,0,0.0,1,0
29871124,2,130,1,3.912023005428146,1,1,0.03,1,0
42741722,2,94,1,4.189654742026425,2,5,0.14,2,0
887115,1,51,1,4.51085950651685,1,1,0.02,1,0
51216049,1,51,1,3.912023005428146,1,2,0.05,1,0
7461203,1,41,0,4.330733340286331,3,4,0.09,1,0
51219881,2,201,1,4.61512051684126,1,2,0.05,1,0
23599716,1,214,1,4.0943445622221,3,82,1.92,2,0
6172959,2,6,0,4.875197323201151,1,0,0.0,1,0
3859737,2,201,0,5.420534999272286,3,5,0.53,1,0
51230222,2,130,0,4.584967478670572,1,0,0.0,1,0
39695769,1,182,0,5.525452939131784,7,0,0.0,1,0
28336810,2,64,0,5.017279836814924,1,3,0.07,1,0
24332919,1,214,1,4.158883083359672,7,1,0.02,1,0
31068253,2,209,0,5.303304908059076,4,10,0.25,1,0
7614268,2,209,0,4.941642422609304,7,0,0.0,1,0
51248093,3,54,0,5.525452939131784,1,0,0.0,1,0
3778297,2,95,0,4.948759890378168,5,2,0.05,1,0
50928025,2,202,1,4.564348191467836,1,1,0.03,1,0
33876689,1,214,1,4.02535169073515,7,1,0.02,1,0
11095923,1,74,1,3.49650756146648,10,3,0.07,3,0
4844390,2,94,0,4.709530201312334,5,9,0.22,1,0
11069084,1,74,1,3.4339872044851463,1,0,0.0,1,0
46976876,2,64,0,5.525452939131784,2,0,0.0,2,0
51262617,1,91,1,4.61512051684126,2,101,2.75,1,284
4829216,1,108,0,4.7535901911063645,1,0,0.0,1,0
6608183,2,201,1,4.51085950651685,1,4,0.09,1,0
15523549,2,209,0,4.941642422609304,2,11,0.27,1,49
8595112,2,127,1,5.017279836814924,2,2,0.05,2,0
929983,2,197,1,5.14166355650266,5,7,0.56,1,6
12573771,2,197,1,4.330733340286331,1,0,0.0,1,0
5904463,2,64,1,4.795790545596741,1,1,0.02,4,0
5904463,2,64,1,4.394449154672439,1,2,0.05,4,0
34010790,1,13,1,3.9318256327243257,1,0,0.0,1,0
5904463,2,64,1,4.61512051684126,1,0,0.0,4,0
51278789,3,50,1,3.610917912644224,16,55,1.43,2,110
6837486,2,191,0,4.61512051684126,1,0,0.0,1,0
936114,2,202,1,4.867534450455582,28,22,0.52,2,261
51300628,2,202,0,5.298317366548036,10,0,0.0,1,0
310458,1,151,1,4.110873864173311,14,1,0.03,2,0
45832664,2,95,1,4.110873864173311,1,2,0.05,1,0
9148721,1,13,1,4.110873864173311,1,2,0.05,2,0
404692,3,4,0,4.605170185988092,5,15,0.43,1,0
3694186,1,74,0,4.624972813284271,1,2,0.05,1,0
10702860,3,4,1,4.02535169073515,10,0,0.0,1,0
5445371,2,202,0,5.393627546352362,2,1,0.03,1,0
51327044,2,86,0,5.017279836814924,7,0,0.0,1,0
4878363,1,13,1,3.258096538021482,1,7,0.19,2,8
21216008,3,104,2,3.295836866004329,1,15,0.68,4,365
8013847,1,214,1,4.51085950651685,2,45,1.15,2,245
2974643,2,209,0,6.2166061010848646,7,0,0.0,1,365
7367006,2,127,0,4.795790545596741,1,0,0.0,1,0
51337085,2,94,1,4.0943445622221,1,1,0.02,1,0
34874378,2,94,1,4.262679877041316,1,7,0.23,2,0
19131159,2,127,1,4.61512051684126,4,0,0.0,1,0
431884,1,214,0,4.7535901911063645,4,38,0.89,1,0
47022650,2,61,0,5.017279836814924,1,48,1.26,3,321
35082637,1,214,1,4.663439094112067,5,7,0.16,2,212
51348096,1,74,1,4.189654742026425,1,0,0.0,1,0
12877954,1,13,0,4.736198448394496,3,174,4.02,1,63
51349952,2,119,1,4.262679877041316,1,1,0.02,1,0
16222762,2,64,0,5.298317366548036,1,14,0.33,1,0
2703735,1,214,0,4.836281906951478,3,2,0.05,1,0
9212402,1,214,0,4.948759890378168,4,12,0.29,1,0
50865592,1,151,1,4.454347296253507,1,133,3.23,1,230
311286,1,13,1,4.262679877041316,30,1,0.08,4,249
51356178,2,130,0,4.499809670330265,1,3,0.07,1,0
19109608,3,4,1,4.564348191467836,2,55,1.28,3,244
50695071,3,54,1,4.262679877041316,1,0,0.0,1,0
51358854,2,64,0,5.043425116919247,5,0,0.0,1,0
23863809,2,34,0,5.3981627015177525,1,8,0.19,2,0
5123299,1,28,1,3.828641396489095,1,4,0.09,1,0
8302904,2,145,1,4.0943445622221,60,6,0.15,1,0
22735666,2,35,1,4.564348191467836,1,1,0.02,1,0
32993860,2,64,1,4.867534450455582,1,0,0.0,1,0
36865981,1,51,0,4.7535901911063645,3,1,0.03,1,0
51364562,2,95,1,4.663439094112067,3,4,0.09,1,0
9108035,1,13,0,4.543294782270004,4,5,0.12,1,0
36279810,2,202,1,3.713572066704308,6,5,0.12,1,0
51367478,3,117,1,4.48863636973214,5,0,0.0,1,0
2880824,1,13,0,4.454347296253507,1,1,0.02,1,0
51368588,2,201,0,5.14166355650266,3,35,0.82,2,0
51371360,2,202,1,4.330733340286331,2,2,0.05,1,0
51372003,1,74,1,4.02535169073515,2,5,0.12,2,213
51374331,1,13,1,4.060443010546419,2,175,4.08,1,38
6891770,2,202,0,5.298317366548036,2,10,0.25,1,0
27078779,3,4,0,4.663439094112067,1,0,0.0,1,0
5885714,2,197,0,6.186208623900494,3,14,0.36,1,54
3841035,2,94,0,4.836281906951478,2,31,0.72,1,14
4409832,2,206,0,5.017279836814924,6,0,0.0,1,0
4513827,2,137,1,4.564348191467836,14,19,0.52,1,96
43014167,2,206,0,5.303304908059076,1,1,0.03,1,0
49903913,2,202,0,4.51085950651685,1,171,3.98,1,53
8936313,2,202,0,4.795790545596741,5,0,0.0,1,0
22257525,2,94,0,4.61512051684126,3,1,0.03,1,0
24190730,1,28,1,4.262679877041316,1,21,0.5,1,0
50760546,2,137,0,4.709530201312334,30,5,0.16,31,157
51422606,1,214,0,4.574710978503383,2,17,0.4,1,0
51422338,1,214,1,3.9318256327243257,1,0,0.0,1,0
14910665,1,214,0,5.170483995038151,1,3,0.07,1,0
6570788,2,119,1,4.262679877041316,3,1,0.02,1,0
20222376,2,119,1,4.330733340286331,10,17,0.46,1,128
51430742,0,131,1,3.951243718581428,2,36,0.96,1,364
51433399,1,159,0,4.394449154672439,1,1,0.02,1,0
50760546,2,127,0,4.709530201312334,30,1,0.03,31,133
5041830,2,202,1,4.394449154672439,3,1,0.03,1,0
51434460,1,214,1,4.110873864173311,1,0,0.0,1,0
50760546,2,137,0,5.14166355650266,30,1,0.03,31,142
50760546,2,127,0,5.049856007249537,29,0,0.0,31,327
16664377,2,119,1,4.189654742026425,1,178,4.16,3,79
50760546,2,127,0,5.111987788356544,29,3,0.09,31,134
50760546,2,137,0,4.7535901911063645,30,5,0.14,31,179
50760546,2,137,0,5.017279836814924,30,1,0.07,31,125
45483124,3,59,1,6.55250788703459,1,1,0.02,1,97
50760546,2,137,0,4.836281906951478,30,4,0.11,31,111
51439873,1,214,1,4.330733340286331,1,0,0.0,1,0
50760546,2,137,0,5.017279836814924,30,3,0.1,31,107
36638599,2,95,1,5.14166355650266,1,112,2.63,1,0
50760546,2,112,0,5.017279836814924,30,4,0.11,31,156
50760546,2,137,0,5.017279836814924,30,4,0.12,31,128
7217937,2,103,1,3.828641396489095,2,6,0.5,2,64
13507716,2,64,0,4.02535169073515,1,0,0.0,1,0
1909320,1,214,1,4.499809670330265,1,96,2.24,3,237
27952234,2,73,1,4.61512051684126,1,0,0.0,1,0
48487386,1,85,1,3.58351893845611,2,112,2.7,1,27
50368837,1,51,0,4.262679877041316,3,2,0.05,2,88
44216429,2,86,1,4.61512051684126,4,115,2.67,1,268
48818023,2,94,0,4.3694478524670215,5,0,0.0,1,0
51095356,1,28,1,4.0943445622221,2,41,0.96,1,301
51450214,2,209,0,5.003946305945459,1,0,0.0,1,0
564585,1,41,0,4.836281906951478,6,0,0.0,1,0
12227689,1,51,0,5.049856007249537,2,24,0.57,1,0
48446355,1,214,1,4.127134385045092,1,1,0.02,1,0
44118283,2,202,1,4.61512051684126,15,1,0.02,1,0
51458776,3,104,1,4.02535169073515,2,42,1.04,1,118
11275734,1,28,1,3.713572066704308,14,1,0.02,1,0
7655328,2,92,0,5.2832037287379885,1,0,0.0,3,0
10770088,2,127,0,4.624972813284271,2,1,0.02,1,0
50539477,2,94,1,3.9318256327243257,30,77,3.26,2,190
4628519,2,202,0,5.017279836814924,3,0,0.0,1,0
13056751,2,95,1,4.634728988229636,1,49,1.7,1,134
7581707,1,13,1,3.4339872044851463,1,0,0.0,1,0
51496578,2,119,0,5.525452939131784,1,0,0.0,1,0
38204730,2,86,1,4.7535901911063645,4,0,0.0,3,249
21801127,2,201,0,4.867534450455582,3,0,0.0,1,0
51499758,2,119,1,4.51085950651685,4,0,0.0,1,0
46540057,2,35,0,4.795790545596741,5,15,0.61,1,0
51501835,2,95,0,5.017279836814924,30,3,0.08,31,210
8343891,2,201,0,4.990432586778736,1,0,0.0,1,0
20884486,2,130,1,4.262679877041316,1,0,0.0,1,0
51504193,2,178,0,4.7535901911063645,28,12,0.31,1,77
2830735,2,202,1,3.912023005428146,5,1,0.02,1,0
39945901,2,61,0,5.303304908059076,3,28,0.65,1,3
51501835,2,95,0,5.117993812416755,30,7,0.18,31,195
7763913,1,214,1,3.713572066704308,1,1,0.02,1,0
47554473,1,91,1,4.927253685157205,3,39,0.91,13,53
1653404,1,214,1,4.07753744390572,5,1,0.02,1,0
10970798,1,13,1,4.02535169073515,14,0,0.0,1,0
51513260,1,28,1,3.58351893845611,6,1,0.02,1,0
51501835,2,95,0,5.017279836814924,30,1,0.03,31,339
28640162,2,201,0,5.017279836814924,3,0,0.0,1,0
51513795,2,202,0,5.170483995038151,2,1,0.02,1,0
47554473,1,91,0,5.247024072160486,3,26,0.61,13,69
51517754,1,13,1,3.7612001156935615,10,0,0.0,1,0
51502398,1,51,0,5.170483995038151,3,77,1.8,1,54
50520440,2,6,1,5.017279836814924,4,1,0.02,1,0
35890377,2,34,0,6.054439346269371,2,59,1.38,1,39
583269,1,13,1,4.709530201312334,1,0,0.0,1,0
51520983,2,61,1,4.330733340286331,3,4,0.09,1,0
24225915,2,34,0,5.14166355650266,4,1,0.02,1,0
51525788,2,103,0,4.795790545596741,1,1,0.02,1,0
1558222,1,91,1,4.189654742026425,3,2,0.06,3,0
47554473,1,91,0,5.860786223465865,3,1,0.05,13,74
47554473,1,91,0,5.298317366548036,3,26,0.61,13,74
19049309,2,61,1,4.219507705176107,1,1,0.02,1,0
47554473,1,91,0,5.247024072160486,3,7,0.21,13,74
16260491,2,64,1,4.394449154672439,5,0,0.0,1,0
51531044,3,104,1,3.9318256327243257,1,84,2.1,4,302
48681257,2,127,0,5.3981627015177525,1,116,2.89,1,264
41316877,2,64,1,4.382026634673881,3,0,0.0,1,0
36577517,3,68,1,3.912023005428146,2,1,0.02,2,83
7727013,2,94,0,5.424950017481403,3,61,2.57,2,276
19912320,1,214,1,4.382026634673881,5,3,0.07,2,0
12435489,1,91,1,4.394449154672439,5,1,0.02,1,0
9059810,2,37,1,5.135798437050262,4,0,0.0,3,89
7503132,1,41,0,4.61512051684126,5,7,0.16,1,0
51542781,2,95,0,4.59511985013459,7,6,0.14,1,0
50007401,1,13,1,3.828641396489095,2,0,0.0,1,0
49535506,3,189,1,4.262679877041316,4,4,0.1,1,25
51552511,2,94,0,5.017279836814924,2,2,0.05,1,0
10737943,2,201,1,4.836281906951478,1,210,4.89,10,81
51556615,3,189,0,5.049856007249537,4,66,1.54,1,307
1523549,2,112,0,5.19295685089021,29,4,0.11,1,0
5065719,1,91,1,4.110873864173311,1,2,0.05,1,0
2784447,2,201,1,4.51085950651685,8,0,0.0,1,0
35083661,1,214,1,4.189654742026425,1,0,0.0,1,0
47554473,1,91,0,5.19295685089021,3,36,0.84,13,53
51584665,1,214,1,3.9318256327243257,10,3,0.07,1,0
49522403,1,26,1,3.9318256327243257,3,3,0.07,1,362
47554473,1,91,1,5.247024072160486,3,34,0.79,13,74
5769728,1,13,0,4.219507705176107,2,12,0.59,1,332
2697686,2,94,0,4.605170185988092,999,2,0.07,1,42
25821059,2,209,0,4.948759890378168,2,6,0.15,1,0
13203690,3,4,0,4.51085950651685,2,0,0.0,1,0
16179625,2,94,1,4.02535169073515,3,58,1.76,1,0
707992,1,190,1,4.394449154672439,20,0,0.0,1,0
7271269,1,214,0,5.14166355650266,1,1,0.02,1,0
280883,2,94,1,4.51085950651685,1,0,0.0,1,0
18198859,2,64,0,5.170483995038151,1,59,1.44,1,307
14852867,2,73,0,4.770684624465665,2,0,0.0,1,0
51605949,1,41,1,3.784189633918261,1,0,0.0,1,0
47554473,1,91,1,5.247024072160486,3,21,0.49,13,0
25866647,1,128,1,3.58351893845611,3,175,4.1,1,49
10807649,1,182,0,4.127134385045092,2,20,0.57,1,0
47554473,1,91,0,5.327876168789581,3,5,0.12,13,72
51614806,3,117,1,3.58351893845611,14,1,0.02,1,0
12245536,2,94,1,3.688879454113936,2,3,0.07,2,0
9050420,2,64,1,5.25227342804663,1,0,0.0,1,0
11068351,2,115,0,5.521460917862246,1,0,0.0,1,0
51623576,2,34,0,5.075173815233827,3,1,0.03,1,0
36905682,2,209,0,4.836281906951478,1,0,0.0,1,0
51652888,1,13,1,3.6375861597263857,7,2,0.05,1,0
50760546,2,144,0,5.703782474656201,30,1,0.04,31,160
22217087,2,145,0,5.170483995038151,3,12,0.28,1,0
47472192,2,202,1,3.7612001156935615,12,0,0.0,1,0
9294273,1,91,0,4.709530201312334,4,1,0.02,1,0
36866768,2,145,0,5.19295685089021,7,0,0.0,1,0
51662642,1,51,0,4.51085950651685,1,0,0.0,1,0
